time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-05-08T04:57:04.321Z,55.9721,-149.8847,9.8,3.4,ml,,,,0.65,ak,ak0195vrie0j,2019-05-14T01:49:39.942Z,"254km SE of Kodiak, Alaska",earthquake,,3.6,,,reviewed,ak,ak
2019-05-08T03:01:07.893Z,11.651,125.5791,77,4.6,mb,,138,9.507,0.87,us,us70003i6i,2019-05-08T03:59:14.983Z,"13km ENE of Lalauigan, Philippines",earthquake,14.2,8.1,0.07,61,reviewed,us,us
2019-05-08T02:30:10.800Z,19.2138,-64.963,91,2.69,md,5,342,1.3904,0.31,pr,pr2019128001,2019-05-14T01:39:14.040Z,"95km NNW of Road Town, British Virgin Islands",earthquake,6.46,11.99,0.27,5,reviewed,pr,pr
2019-05-08T02:02:02.065Z,58.6033,-145.3545,10,2.5,ml,,253,1.412,0.56,us,us70003ks4,2019-05-14T03:10:09.040Z,"108km SSE of Middleton Island, Alaska",earthquake,4.3,2,0.038,92,reviewed,us,us
2019-05-08T01:42:41.034Z,-19.9981,169.564,97.41,4.7,mb,,112,3.266,0.96,us,us70003i5u,2019-05-16T21:31:28.040Z,"58km SSE of Isangel, Vanuatu",earthquake,10.8,6.1,0.102,29,reviewed,us,us
2019-05-08T00:26:16.048Z,57.3101,-155.7647,8.7,3.4,ml,,,,0.69,ak,ak0195voy1ch,2019-05-20T01:03:35.040Z,"110km WSW of Larsen Bay, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-05-08T00:22:34.054Z,40.7656,142.6014,51.93,4.4,mb,,158,1.167,0.76,us,us70003m3s,2019-05-20T00:54:24.040Z,"97km ENE of Hachinohe, Japan",earthquake,6.1,8.5,0.135,16,reviewed,us,us
2019-05-08T00:20:01.800Z,40.0604,142.0263,56.79,4.6,mb,,142,1.034,0.81,us,us70003i5b,2019-05-20T00:49:27.683Z,"47km N of Miyako, Japan",earthquake,4.8,6.8,0.053,107,reviewed,us,us
2019-05-07T23:49:25.126Z,62.936,-150.8856,113.4,3,ml,,,,0.62,ak,ak0195uf8lmn,2019-05-20T22:28:01.175Z,"79km NNW of Talkeetna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-05-07T23:11:22.085Z,51.3686,-176.0543,28.92,3.4,ml,,217,0.646,0.48,us,us70003mq7,2019-05-20T22:26:44.363Z,"70km SE of Adak, Alaska",earthquake,3.7,12.8,0.148,6,reviewed,us,us
2019-05-07T22:26:48.740Z,19.8246,-66.7673,44,3.22,md,8,318,1.3999,0.22,pr,pr2019127009,2019-05-12T02:02:10.040Z,"137km N of Isabela, Puerto Rico",earthquake,2.21,15.04,0.13,8,reviewed,pr,pr
2019-05-07T21:46:34.996Z,61.3888,-149.8854,38,3.7,ml,,,,0.74,ak,ak0195ue13zz,2019-05-25T01:34:36.867Z,"15km SSE of Big Lake, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-05-07T21:39:36.748Z,9.7895,126.7824,10,4.5,mb,,139,2.953,0.58,us,us70003m24,2019-05-25T01:41:01.040Z,"68km E of General Luna, Philippines",earthquake,9.7,1.9,0.131,17,reviewed,us,us
2019-05-07T21:28:44.839Z,0.7164,125.4587,83.06,4,mb,,120,1.908,1.29,us,us70003m23,2019-05-22T04:47:40.040Z,"86km SSE of Bitung, Indonesia",earthquake,8.8,13.2,0.211,6,reviewed,us,us
2019-05-07T21:25:37.160Z,52.3085,-168.3846,20.86,2.5,ml,,234,0.723,0.63,us,us70003mq9,2019-05-22T04:24:23.040Z,"77km SSE of Nikolski, Alaska",earthquake,5.9,15.1,0.128,8,reviewed,us,us
2019-05-07T20:27:17.307Z,32.8648,-100.9142,1.96,2.9,mb_lg,,36,0.028,0.48,us,us70003i1i,2019-05-09T13:48:17.268Z,"16km N of Snyder, Texas",earthquake,1.3,6,0.053,94,reviewed,us,us
2019-05-07T20:25:22.011Z,3.8012,92.6584,10,4.4,mb,,85,4.504,0.54,us,us70003i1l,2019-05-08T14:32:47.040Z,"Off the west coast of northern Sumatra",earthquake,7.9,1.9,0.079,51,reviewed,us,us
2019-05-07T19:28:36.432Z,51.7171,-178.4535,10.1,2.7,ml,,,,0.67,ak,ak0195ucqe2a,2019-05-17T20:06:17.161Z,"28km SW of Tanaga Volcano, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2019-05-07T18:52:45.575Z,61.3836,-149.8962,36.5,2.8,ml,,,,0.62,ak,ak0195uca49z,2019-05-20T22:27:48.813Z,"15km S of Big Lake, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-05-07T17:58:31.987Z,44.5053,148.1712,62.47,4.7,mb,,126,4.022,0.79,us,us70003hyq,2019-05-08T14:11:32.040Z,"84km SSE of Kuril'sk, Russia",earthquake,7.8,6.4,0.035,244,reviewed,us,us
2019-05-07T17:33:28.607Z,-28.7722,-176.8379,10,4.9,mb,,86,9.662,0.9,us,us70003hz0,2019-05-08T13:55:31.040Z,"117km ENE of Raoul Island, New Zealand",earthquake,11.9,1.2,0.081,48,reviewed,us,us
2019-05-07T16:59:32.365Z,-17.7467,-178.8324,557.07,4.4,mb,,154,2.968,0.7,us,us70003m1r,2019-05-19T13:54:51.040Z,"240km SE of Lambasa, Fiji",earthquake,17.3,11.2,0.104,27,reviewed,us,us
2019-05-07T16:20:06.991Z,-7.9194,120.2241,206.48,4.6,mb,,77,2.116,1.08,us,us70003m1q,2019-05-19T13:42:47.040Z,"43km N of Nggilat, Indonesia",earthquake,6.1,10.7,0.193,8,reviewed,us,us
2019-05-07T14:42:23.296Z,35.3305,142.6006,10,4.8,mww,,102,2.922,0.55,us,us70003hwt,2019-05-19T13:31:06.040Z,"166km ESE of Hasaki, Japan",earthquake,8.3,1.9,0.073,18,reviewed,us,us
2019-05-07T14:32:09.600Z,19.5318,-68.2521,33,3.2,md,9,302,1.026,0.44,pr,pr2019127007,2019-05-07T17:13:25.040Z,"98km N of Punta Cana, Dominican Republic",earthquake,4.08,27.82,0.09,5,reviewed,pr,pr
2019-05-07T13:05:33.377Z,67.6315,-164.279,17.8,2.7,ml,,,,0.66,ak,ak0195u90v5e,2019-05-19T13:28:13.040Z,"51km WNW of Noatak, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-05-07T13:04:37.161Z,-20.272,-66.5762,239.17,4.4,mb,,72,2.423,0.53,us,us70003hw2,2019-05-19T13:25:06.535Z,"33km NE of Uyuni, Bolivia",earthquake,11.5,23.7,0.31,3,reviewed,us,us
2019-05-07T13:03:30.862Z,4.5593,125.687,47.72,4.4,mb,,133,4.119,0.45,us,us70003m1n,2019-05-19T13:21:58.040Z,"96km SSE of Sarangani, Philippines",earthquake,13,10.3,0.161,11,reviewed,us,us
2019-05-07T09:27:04.270Z,32.8053333,-115.586,10.07,2.55,ml,49,53,0.04893,0.25,ci,ci38349279,2019-05-10T22:06:20.134Z,"3km NW of El Centro, CA",earthquake,0.23,0.51,0.156,67,reviewed,ci,ci
2019-05-07T08:24:12.885Z,10.7841,93.5461,78.81,4.6,mb,,94,1.17,0.92,us,us70003hv8,2019-05-07T13:33:55.302Z,"130km SE of Port Blair, India",earthquake,8.6,4,0.084,42,reviewed,us,us
2019-05-07T07:19:12.832Z,2.6024,122.4544,529.99,4.8,mb,,75,2.233,0.62,us,us70003huw,2019-05-07T07:34:25.040Z,"195km NE of Kali, Indonesia",earthquake,9.4,5.9,0.085,43,reviewed,us,us
2019-05-07T06:28:13.964Z,49.4787,155.8181,50.01,5.2,mb,,84,3.821,1.27,us,us70003huq,2019-05-07T06:40:32.040Z,"135km S of Severo-Kuril'sk, Russia",earthquake,8.4,6.2,0.037,242,reviewed,us,us
2019-05-07T05:18:27.140Z,37.3368333,-121.7015,8.09,2.61,md,81,32,,0.07,nc,nc73178225,2019-05-08T04:21:13.533Z,"12km ESE of Alum Rock, CA",earthquake,0.1,0.26,0.117,27,reviewed,nc,nc
2019-05-07T04:58:38.613Z,39.7889,-117.4933,5.2,3.9,ml,44,74.81,0.68,0.2315,nn,nn00684210,2019-05-08T04:59:38.126Z,"47km NW of Austin, Nevada",earthquake,,3.1,0.25,26,reviewed,nn,nn
2019-05-07T04:33:52.010Z,18.9916,-68.7958,7,2.54,md,11,156,0.4928,0.78,pr,pr2019127001,2019-05-07T08:40:56.157Z,"26km E of Miches, Dominican Republic",earthquake,1.85,3.57,0.51,11,reviewed,pr,pr
2019-05-07T04:26:59.430Z,56.3885,-148.8945,13.1,2.9,ml,,,,0.78,ak,ak0195u3soyx,2019-05-17T20:05:38.789Z,"263km SE of Kodiak, Alaska",earthquake,,578.4,,,reviewed,ak,ak
2019-05-07T03:09:50.955Z,-38.0715,-94.2424,10,4.6,mb,,161,16.291,0.93,us,us70003htw,2019-05-07T04:07:34.040Z,"West Chile Rise",earthquake,13.7,1.9,0.083,43,reviewed,us,us
2019-05-07T02:48:00.860Z,37.3381667,-121.6986667,8.36,2.56,md,78,31,,0.06,nc,nc73178180,2019-05-08T01:12:02.487Z,"12km ESE of Alum Rock, CA",earthquake,0.1,0.23,0.184,92,reviewed,nc,nc
2019-05-07T02:39:49.771Z,65.5643,-165.6938,17.8,2.9,ml,,,,0.54,ak,ak0195u2oepf,2019-05-20T22:26:31.155Z,"79km SSE of Shishmaref, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-05-07T01:04:26.660Z,44.7875,-111.407,7.73,2.52,ml,44,44,0.046,0.27,mb,mb80342959,2019-05-08T12:45:21.736Z,"27km WNW of West Yellowstone, Montana",earthquake,0.39,0.56,0.261,22,reviewed,mb,mb
2019-05-07T00:50:02.887Z,-35.5383,-71.5276,98.26,3.9,mb,,130,0.241,1.12,us,us70003hta,2019-05-10T03:35:01.481Z,"4km WNW of San Clemente, Chile",earthquake,4.1,9.7,0.364,2,reviewed,us,us
2019-05-07T00:30:22.287Z,7.7734,-82.253,20.31,4.4,mb,,200,1.101,0.69,us,us70003ht9,2019-05-12T19:44:20.107Z,"68km SSE of Pedregal, Panama",earthquake,9.7,8.9,0.054,98,reviewed,us,us
2019-05-07T00:29:01.200Z,22.4751,143.532,157.55,4.4,mb,,144,4.76,0.74,us,us70003m1f,2019-05-16T21:33:13.040Z,"256km NNW of Farallon de Pajaros, Northern Mariana Islands",earthquake,13.4,8.2,0.162,11,reviewed,us,us
2019-05-06T23:55:14.585Z,62.9996,-150.8158,107.3,2.5,ml,,,,0.44,ak,ak0195srqila,2019-05-10T00:24:23.546Z,"83km NNW of Talkeetna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-05-06T23:19:11.699Z,-15.6262,167.2955,161.03,5,mb,,160,6.461,1.04,us,us70003hsv,2019-05-10T08:59:08.754Z,"17km SE of Luganville, Vanuatu",earthquake,11.7,11.1,0.103,30,reviewed,us,us
2019-05-06T23:09:08.139Z,4.8923,128.0424,10,4.6,mb,,136,15.03,1.01,us,us70003hsq,2019-05-07T00:38:53.611Z,"262km SE of Pondaguitan, Philippines",earthquake,11.2,1.9,0.1,30,reviewed,us,us
2019-05-06T22:37:56.086Z,51.3386,-178.4295,48.2,4.4,mb,,178,0.474,0.84,us,us70003hsd,2019-05-17T01:01:27.040Z,"48km E of Amatignak Island, Alaska",earthquake,6.5,5.7,0.039,190,reviewed,us,us
2019-05-06T22:09:43.885Z,52.3887,160.5126,10,4.4,mb,,62,1.299,0.99,us,us70003lm3,2019-05-17T00:45:14.040Z,"145km ESE of Petropavlovsk-Kamchatskiy, Russia",earthquake,9.4,1.9,0.118,21,reviewed,us,us
2019-05-06T21:59:03.241Z,61.4609,-149.8612,40.9,2.5,ml,,,,0.55,ak,ak0195sqkhcu,2019-05-14T01:26:24.040Z,"9km SSE of Big Lake, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-05-06T21:19:37.981Z,-6.9738,146.4504,146,7.1,mww,,16,2.515,1.03,us,us70003hqb,2019-05-26T22:18:46.101Z,"33km NW of Bulolo, Papua New Guinea",earthquake,7,1.9,0.037,71,reviewed,us,us
2019-05-06T21:03:18.806Z,-25.0493,179.9261,495.42,4.8,mb,,119,7.474,1.09,us,us70003hpz,2019-05-16T22:25:04.040Z,"South of the Fiji Islands",earthquake,8,6.7,0.08,48,reviewed,us,us
2019-05-06T20:55:33.016Z,53.2857,-166.8494,35,3,ml,,205,0.528,0.6,us,us70003j4w,2019-05-23T13:10:28.040Z,"68km SSW of Unalaska, Alaska",earthquake,5.6,2,0.128,8,reviewed,us,us
2019-05-06T20:30:14.596Z,61.4596,-149.8795,37.1,2.6,ml,,,,0.47,ak,ak0195spsuuk,2019-05-22T20:38:37.040Z,"7km SSE of Big Lake, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-05-06T20:14:26.990Z,18.8213,-64.3935,32,3.24,md,13,340,1.606,0.22,pr,pr2019126009,2019-05-22T20:49:57.040Z,"56km NNE of Road Town, British Virgin Islands",earthquake,2.44,14.93,0.27,11,reviewed,pr,pr
2019-05-06T19:54:27.500Z,37.4066667,-118.6,11.15,2.57,md,33,111,0.0609,0.06,nc,nc73178050,2019-05-07T02:05:58.433Z,"1km SSW of Round Valley, CA",earthquake,0.22,0.84,0.238,36,reviewed,nc,nc
2019-05-06T19:07:14.140Z,-6.6822,130.7055,75.64,4.6,mb,,67,1.419,1.23,us,us70003hm1,2019-05-22T20:15:37.040Z,"155km NNW of Saumlaki, Indonesia",earthquake,8.9,9.1,0.108,26,reviewed,us,us
2019-05-06T18:56:32.594Z,6.991,-76.2643,20.21,4.5,mb,,88,2.877,0.98,us,us70003hlq,2019-05-22T20:07:35.040Z,"1km SSE of Dabeiba, Colombia",earthquake,5.4,7.2,0.18,9,reviewed,us,us
2019-05-06T18:00:57.674Z,-24.195,179.2157,529.04,4.2,mb,,190,6.509,1,us,us70003llv,2019-05-23T21:20:49.040Z,"South of the Fiji Islands",earthquake,20.6,16.4,0.146,13,reviewed,us,us
2019-05-06T17:56:03.896Z,26.2457,129.5528,10,4.7,mb,,169,1.288,0.81,us,us70003hl3,2019-05-22T19:31:06.040Z,"161km ESE of Nago, Japan",earthquake,5.7,1.8,0.072,58,reviewed,us,us
2019-05-06T17:20:15.700Z,18.5388,-67.5806,15,2.78,md,7,311,0.1847,0.49,pr,pr2019126008,2019-05-06T19:36:08.420Z,"41km WNW of Rincon, Puerto Rico",earthquake,2.72,1.65,0.12,7,reviewed,pr,pr
2019-05-06T16:56:13.227Z,57.3511,-155.8367,6.8,3,ml,,,,0.78,ak,ak0195snkow4,2019-05-16T20:56:34.040Z,"113km W of Larsen Bay, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-05-06T16:30:32.710Z,18.3616,-68.7535,115,2.92,md,4,216,0.4021,0.13,pr,pr2019126007,2019-05-07T14:48:12.040Z,"1km N of Salvaleon de Higuey, Dominican Republic",earthquake,1.84,1.22,0.51,4,reviewed,pr,pr
2019-05-06T16:11:29.954Z,-3.2596,-12.0948,10,5,mb,,56,12.228,0.72,us,us70003hgx,2019-05-16T20:54:53.040Z,"North of Ascension Island",earthquake,11.7,1.9,0.064,78,reviewed,us,us
2019-05-06T15:47:48.256Z,-22.858,-69.0094,103.24,4.6,mb,,34,0.54,0.6,us,us70003hg0,2019-05-16T20:53:58.520Z,"44km S of Calama, Chile",earthquake,6.5,1.3,0.049,126,reviewed,us,us
2019-05-06T15:14:04.343Z,14.4522,55.7371,10.3,4.3,mb,,157,13.225,0.76,us,us70003llq,2019-05-16T20:50:46.040Z,"271km NE of Tamrida, Yemen",earthquake,14.1,4.9,0.188,8,reviewed,us,us
2019-05-06T15:07:45.939Z,-16.3576,-174.169,160.35,4.4,mb,,227,4.863,0.36,us,us70003llp,2019-05-16T20:42:09.040Z,"63km SW of Hihifo, Tonga",earthquake,17.5,29.2,0.163,11,reviewed,us,us
2019-05-06T15:04:59.208Z,14.7757,55.5583,10,4.7,mb,,115,8.905,0.69,us,us70003hf2,2019-05-16T20:17:38.040Z,"287km NE of Tamrida, Yemen",earthquake,11.4,1.9,0.12,21,reviewed,us,us
2019-05-06T14:53:18.268Z,12.5345,93.2991,86.56,4.4,mb,,109,1.028,0.67,us,us70003lln,2019-05-16T19:37:55.040Z,"111km NE of Bamboo Flat, India",earthquake,12.3,10,0.162,11,reviewed,us,us
2019-05-06T14:47:28.111Z,14.5766,55.8604,10,4.9,mb,,105,9.005,0.76,us,us70003hdf,2019-05-16T19:10:48.040Z,"290km NE of Tamrida, Yemen",earthquake,11.1,1.9,0.086,43,reviewed,us,us
2019-05-06T14:46:58.521Z,-56.9864,-25.0834,10,4.8,mb,,129,7,0.54,us,us70003lm6,2019-05-16T19:01:52.040Z,"133km ESE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,12,1.9,0.135,19,reviewed,us,us
2019-05-06T14:32:54.209Z,-57.0276,-25.0912,10,4.3,mb,,127,7.009,0.68,us,us70003lls,2019-05-16T18:39:42.040Z,"133km ESE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,16.2,1.9,0.238,6,reviewed,us,us
2019-05-06T14:32:28.397Z,7.1364,-72.1693,36.16,4.5,mb,,101,1.533,0.54,us,us70003llx,2019-05-16T18:28:45.040Z,"16km NNW of Cubara, Colombia",earthquake,6.7,8.8,0.108,25,reviewed,us,us
2019-05-06T14:18:26.521Z,19.7263,90.8861,10,4.9,mb,,115,3.019,0.93,us,us70003hcx,2019-05-16T13:39:15.142Z,"194km SW of Teknaf, Bangladesh",earthquake,4.4,1.9,0.099,32,reviewed,us,us
2019-05-06T14:17:10.270Z,18.4893,-68.8666,113,2.88,md,21,183,0.4858,0.25,pr,pr2019126004,2019-05-07T13:52:12.040Z,"14km SE of La Romana, Dominican Republic",earthquake,5,1.77,0.51,16,reviewed,pr,pr
2019-05-06T14:13:48.707Z,-6.2299,154.8151,62.81,5.2,mww,,37,3.327,0.78,us,us70003hcu,2019-05-16T13:39:06.921Z,"74km W of Panguna, Papua New Guinea",earthquake,7.9,6.2,0.078,16,reviewed,us,us
2019-05-06T13:59:57.820Z,18.8298,-67.1541,52,2.73,md,4,324,0.6273,0.05,pr,pr2019126005,2019-05-06T15:28:36.468Z,"37km N of San Antonio, Puerto Rico",earthquake,1.36,2.63,0.06,3,reviewed,pr,pr
2019-05-06T13:47:12.027Z,-17.7153,-172.6721,10,4.5,mb,,107,2.936,0.89,us,us70003lll,2019-05-16T13:34:19.040Z,"173km NE of Neiafu, Tonga",earthquake,9.6,1.9,0.221,6,reviewed,us,us
2019-05-06T13:30:34.956Z,-20.9941,-176.1411,215.25,4.3,mb,,107,6.145,0.25,us,us70003llh,2019-05-15T16:59:38.040Z,"97km W of Havelu, Tonga",earthquake,15.4,11.6,0.177,13,reviewed,us,us
2019-05-06T13:23:08.813Z,-3.1732,-12.281,10,5.4,mb,,39,12.27,0.6,us,us70003hc9,2019-05-15T16:46:34.806Z,"North of Ascension Island",earthquake,9.7,1.9,0.037,244,reviewed,us,us
2019-05-06T13:07:01.934Z,-17.2635,-172.355,10,4.5,mb,,220,2.928,0.91,us,us70003llj,2019-05-15T16:42:31.040Z,"208km SE of Hihifo, Tonga",earthquake,13.2,2,0.222,10,reviewed,us,us
2019-05-06T12:16:48.178Z,9.8672,126.564,35,4.5,mb,,132,2.945,0.83,us,us70003hc1,2019-05-09T11:01:41.040Z,"45km ENE of General Luna, Philippines",earthquake,6.7,2,0.11,24,reviewed,us,us
2019-05-06T11:22:26.103Z,-29.0939,-177.6798,10,4.8,mb,,155,9.087,0.57,us,us70003hbh,2019-05-06T11:58:21.040Z,"28km NE of Raoul Island, New Zealand",earthquake,10.4,1.9,0.078,51,reviewed,us,us
2019-05-06T11:07:28.356Z,36.7444,144.2477,37.63,4.4,mb,,227,2.976,0.81,us,us70003hbe,2019-05-06T11:37:01.040Z,"300km ESE of Namie, Japan",earthquake,3.1,7.7,0.112,23,reviewed,us,us
2019-05-06T08:20:21.362Z,-5.4244,102.0552,35,5.3,mb,,45,1.386,0.88,us,us70003h9n,2019-05-08T13:01:07.040Z,"181km S of Bengkulu, Indonesia",earthquake,6.1,1.9,0.056,109,reviewed,us,us
2019-05-06T07:40:54.590Z,61.3366,-152.1488,127.2,2.6,ml,,,,0.52,ak,ak0195si4g70,2019-05-13T10:18:43.040Z,"85km NNW of Nikiski, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-05-06T07:02:17.800Z,19.5706,-68.4963,91,2.67,md,4,253,1.0629,0.28,pr,pr2019126002,2019-05-08T09:43:03.040Z,"125km NNE of Miches, Dominican Republic",earthquake,8.48,11.74,0.03,4,reviewed,pr,pr
2019-05-06T06:26:40.234Z,-37.4261,-179.6324,10,4.8,mb,,123,1.644,0.78,us,us70003h8u,2019-05-06T07:11:28.040Z,"248km ENE of Gisborne, New Zealand",earthquake,4.5,1.9,0.144,15,reviewed,us,us
2019-05-06T05:58:47.725Z,61.3291,-149.9487,32.3,2.6,ml,,,,0.57,ak,ak0195sh1fde,2019-05-10T15:39:50.040Z,"12km NNW of Anchorage, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-05-06T05:54:09.294Z,59.7647,-153.1811,121.1,2.5,ml,,,,0.54,ak,ak0195sh0hl7,2019-05-10T15:17:14.040Z,"75km W of Anchor Point, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-05-06T05:24:54.460Z,56.0125,-150.1738,10,3.1,ml,,246,2.105,0.78,us,us70003h8b,2019-05-10T15:19:58.040Z,"240km SE of Kodiak, Alaska",earthquake,6.3,2,0.064,32,reviewed,us,us
2019-05-06T05:13:14.603Z,35.5477,140.8136,35,4.5,mb,,155,2.316,0.43,us,us70003h89,2019-05-10T14:29:59.040Z,"20km S of Hasaki, Japan",earthquake,6.2,1.7,0.163,11,reviewed,us,us
2019-05-06T05:12:08.526Z,51.7104,-166.9237,10,3.6,mb,,225,1.732,0.74,us,us70003h87,2019-05-10T15:13:26.040Z,"190km SE of Nikolski, Alaska",earthquake,7.3,2,0.092,29,reviewed,us,us
2019-05-06T05:08:26.346Z,56.0301,-150.28,10,3.6,ml,,272,2.047,1.05,us,us70003h85,2019-05-10T14:52:45.040Z,"234km SE of Kodiak, Alaska",earthquake,7.2,2,0.046,62,reviewed,us,us
2019-05-06T05:03:48.846Z,62.7927,-150.5586,84.9,2.5,ml,,,,0.51,ak,ak0195sgpn5j,2019-05-10T14:41:56.040Z,"57km NNW of Talkeetna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-05-06T04:38:35.122Z,49.3457,154.7915,78.5,4.6,mb,,49,4.187,0.88,us,us70003h81,2019-05-16T22:19:25.040Z,"176km SSW of Severo-Kuril'sk, Russia",earthquake,8.9,5.7,0.037,215,reviewed,us,us
2019-05-06T03:56:50.896Z,-19.251,169.4262,219.36,5,mb,,53,3.822,1.03,us,us70003h7n,2019-05-16T22:07:08.040Z,"37km NNE of Isangel, Vanuatu",earthquake,9.9,5.5,0.03,359,reviewed,us,us
2019-05-06T03:56:44.893Z,4.1389,126.8892,33.24,4.5,mb,,136,3.378,0.72,us,us70003lkv,2019-05-16T22:06:46.040Z,"211km SE of Sarangani, Philippines",earthquake,11.1,4.8,0.191,8,reviewed,us,us
2019-05-06T03:44:00.020Z,18.3495,-67.8936,110,2.7,md,6,176,0.5148,0.47,pr,pr2019126001,2019-05-07T22:39:24.040Z,"57km ESE of Punta Cana, Dominican Republic",earthquake,5.61,3.21,0.31,4,reviewed,pr,pr
2019-05-06T03:26:47.576Z,-49.0832,121.3171,10,4.9,mb,,63,16.427,1.29,us,us70003h7f,2019-05-16T02:55:46.040Z,"Western Indian-Antarctic Ridge",earthquake,12.3,1.8,0.112,25,reviewed,us,us
2019-05-06T02:58:20.100Z,-9.8729,122.3922,35,4.2,mb,,99,1.238,1.4,us,us70003ll4,2019-05-16T02:43:09.040Z,"124km S of Habibola, Indonesia",earthquake,5.1,2,0.236,5,reviewed,us,us
2019-05-06T02:48:42.702Z,18.7345,120.8764,35,5.5,mww,,46,4.067,1.02,us,us70003h71,2019-05-16T02:20:56.828Z,"21km NNE of Pagudpud, Philippines",earthquake,6.8,1.9,0.045,48,reviewed,us,us
2019-05-06T02:47:45.942Z,55.8928,-150.1336,10,3.4,mb,,243,2.196,1.67,us,us70003h6z,2019-05-14T01:00:51.040Z,"252km SE of Kodiak, Alaska",earthquake,3.8,2,0.283,3,reviewed,us,us
2019-05-06T02:44:11.900Z,31.1227,139.9972,92.25,4.4,mb,,204,1.992,0.82,us,us70003ll5,2019-05-16T02:15:20.040Z,"218km S of Hachijo-jima, Japan",earthquake,14.9,10.7,0.109,24,reviewed,us,us
2019-05-06T02:14:31.605Z,66.3105,-157.2155,8.2,2.9,ml,,,,0.58,ak,ak0195seznv7,2019-05-14T00:58:31.040Z,"68km SSW of Kobuk, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-05-06T00:14:41.850Z,-23.8184,-179.7763,511.53,4.3,mb,,115,6.375,0.71,us,us70003lku,2019-05-16T21:19:27.040Z,"South of the Fiji Islands",earthquake,11,11.2,0.129,17,reviewed,us,us
2019-05-05T23:59:57.061Z,1.4372,126.4107,50.5,4.7,mb,,88,1.162,1.11,us,us70003h5t,2019-05-06T00:41:06.040Z,"128km NW of Kota Ternate, Indonesia",earthquake,7.6,7.3,0.065,71,reviewed,us,us
2019-05-05T23:43:33.435Z,55.8733,-150.0994,6.6,3.4,ml,,194,2.223,0.64,us,us70003h5n,2019-05-14T02:53:49.686Z,"255km SE of Kodiak, Alaska",earthquake,3.7,7.6,0.048,56,reviewed,us,us
2019-05-05T23:43:05.314Z,52.1242,-170.4661,35,3,ml,,216,1.299,0.72,us,us70003h5u,2019-05-14T02:53:49.031Z,"58km SSE of Yunaska Island, Alaska",earthquake,5.4,2,0.105,12,reviewed,us,us
2019-05-05T23:14:37.241Z,1.7443,127.5165,114.51,4.2,mb,,192,0.977,0.23,us,us70003l1y,2019-05-16T21:05:09.040Z,"54km W of Tobelo, Indonesia",earthquake,12.3,7.6,0.153,12,reviewed,us,us
2019-05-05T22:46:08.171Z,51.3806,-177.7657,35,3.9,mb,,300,0.607,0.77,us,us70003h5i,2019-05-14T02:53:46.928Z,"61km SSE of Tanaga Volcano, Alaska",earthquake,6.4,2,0.092,31,reviewed,us,us
2019-05-05T22:07:46.524Z,2.6351,95.7007,35,4.4,mb,,205,2.293,0.5,us,us70003h4p,2019-05-05T22:31:47.040Z,"77km WNW of Sinabang, Indonesia",earthquake,5.9,2,0.114,22,reviewed,us,us
2019-05-05T20:44:52.120Z,18.075,-68.3281,57,2.54,md,18,212,0.4421,0.6,pr,pr2019125014,2019-05-06T01:20:24.686Z,"44km SE of Boca de Yuma, Dominican Republic",earthquake,3.6,4.1,0.58,11,reviewed,pr,pr
2019-05-05T20:12:42.810Z,12.7897,-88.5321,64.43,4.6,mb,,185,1.477,1.03,us,us70003h3p,2019-05-06T02:06:48.014Z,"54km S of Puerto El Triunfo, El Salvador",earthquake,7.3,19.5,0.051,115,reviewed,us,us
2019-05-05T19:04:12.030Z,18.348,-68.0216,98,2.85,md,5,195,0.3962,0.65,pr,pr2019125012,2019-05-06T01:19:07.365Z,"47km ESE of Punta Cana, Dominican Republic",earthquake,21.3,4.57,0.13,3,reviewed,pr,pr
2019-05-05T18:59:05.799Z,54.7503,-163.2325,92.4,2.6,ml,,,,0.36,ak,ak0195r18ud5,2019-05-14T02:53:35.877Z,"16km SE of False Pass, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2019-05-05T18:36:23.906Z,60.6106,-153.3629,176.5,2.5,ml,,,,0.56,ak,ak0195r13y4n,2019-05-14T02:53:34.326Z,"36km WNW of Redoubt Volcano, Alaska",earthquake,,0.4,,,reviewed,ak,ak
